Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2017,,Lavico,,,Altarocca,Umbria,,25,Chardonnay 100%,Risotti di pesce,,,,nd,nd,,,,,14%,3,Legno 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Rosso Orvietano Librato,,,Altarocca,Umbria,,20,Merlot 60% – Cabernet sauvignon 40%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",3,Acciaio 6 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Annesanti Colle Fregiara,,,Annesanti,Umbria,,10,Cabernet franc 70% – Canaiolo 30%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,6,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fonte Farro,,,Annesanti,Umbria,,24,Trebbiano spoletino 100%,Tataki di tonno.,,,,nd,nd,,,,,"12,5%",1,Acciaio 10 mesi e damigiane 6 mesi,,,,"Giallo dorato. Profumo inebriante, ottimamente orchestrato tra pesca gialla, zenzero candito, petali di rosa ed elicriso, su un fondo di gesso e tartufo. Assaggio voluttuoso che si sviluppa grazie alla rinfrescante acidità e una sferzata sapida che impreziosisce la lunghissima persistenza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Acqua Della Serpa,,,Annesanti,Umbria,,12,Grechetto 100%,Risotti di terra,,,,nd,nd,,,,,13%,2,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Sibillino,,,Annesanti,Umbria,,24,,Carni bianche o da cortile,,,,nd,nd,,,,,12%,1,Acciaio 10 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Suppriscola,,,Annesanti,Umbria,,13,Pecorino 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,13%,2,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Nasciolo,,,Annesanti,Umbria,,15,Barbera 100%,Salumi o insaccati,,,,nd,nd,,,,,"13,5%",4,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Antonelli San Marco U (93)  Montefalco Rosso Riserva,,,Antonelli San Marco,Umbria,,10,Barbera 100%,"Zuppe, minestre o vellutate m b r i a",,,,nd,nd,,,,,"13,5%",2,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Spoleto Trebbiano Spoletino Trebium,,,Antonelli San Marco,Umbria,,20,Sangiovese 80% – Sagrantino 20%,Pappardelle alla lepre.,,,,nd,nd,,,,,"14,5%",16,Legno 18 mesi,,,,"Drappeggio  rubino  scintillante  con  bagliori  granato.  Naso  sensazionale:  amarena  e  mirtillo  in  confettura,  violetta,  pepe,  liquirizia,  tracce  balsamiche,  di  sottobosco  e  di  cuoio.  Succosa freschezza e nobile tannino accompagnano verso un lungo raffinatissimo epilogo.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Montefalco Sagrantino Passito,,,Antonelli San Marco,Umbria,,12,Trebbiano spoletino 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,31,Acciaio 6 mesi e Legno 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Montefalco Sagrantino,,,Antonelli San Marco,Umbria,,26,Sagrantino 100%,"Pasticceria secca, torte o cioccolato",,,,nd,nd,,,,,"14,5%",5,Legno 36 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Montefalco Rosso,,,Antonelli San Marco,Umbria,,27,Sagrantino 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,15%,60,Legno 36 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Baiocco,,,Antonelli San Marco,Umbria,,12,,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,100,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,"Barberani (93,5)  Orvieto Classico Superiore Muffa Nobile Calcaia",,,Barberani,Umbria,,7,Sangiovese 100%,,,,,nd,nd,,,,,"13,5%",24,Acciaio 3 mesi,,,,abbinamento Carni bianche o da cortile ettari 60  bottiglie 250.000 produzione olearia Sì proprietà Famiglia Barberani conduzione enologica Niccolò Barberani conduzione agronomica Niccolò Barberani vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Orvieto Classico Superiore Luigi E Giovanna,,,Barberani,Umbria,,48,Grechetto 80% – Procanico 20%,Crostata di confettura e noci.,,,,nd,nd,,,,,"10,5%",15,Acciaio 12 mesi,,,,"Ambra dorato, vivo e sinuoso. Spettro olfattivo ampio e intrigante: salsedine,  zafferano,  ginestra,  miele  di  trifoglio,  curcuma  e  pesca tabacchiera. In bocca progredisce compatto: contenuto nella dolcezza, sfuma con inusuale ricchezza aromatica. Pronto per affrontare il tempo con eleganza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Polvento,,,Barberani,Umbria,,38,Grechetto 90% – Procanico 10%,Carni bianche o da cortile,,,,nd,nd,,,,,"12,5%",10,Acciaio 2 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Orvieto Classico Superiore Castagnolo,,,Barberani,Umbria,,38,Sangiovese 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",15,Acciaio 2 mesi e Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Foresco,,,Barberani,Umbria,,15,Grechetto 70% – Procanico 30%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,12%,100,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Grechetto,,,Barberani,Umbria,,15,,Carni rosse o selvaggina,,,,nd,nd,,,,,"12,5%",80,Acciaio 2 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,Orvieto,,,Barberani,Umbria,,15,Grechetto 100%,Risotti di terra,,,,nd,nd,,,,,12%,50,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Berioli Colli Del Trasimeno Vin Santo Sperello,,,Berioli,Umbria,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Colli Del Trasimeno Merlot Spiridione Riserva,,,Berioli,Umbria,,40,Grechetto 70% – Trebbiano 30%,Terrina di foie gras su cialda di grani antichi.,,,,nd,nd,,,,,15%,1,Legno 48 mesi,,,,"Un vivido manto ambrato sboccia in suggestioni variopinte con fichi, noci e scorze di arancia a virare su pepe bianco e cacao. La dolcezza ben combinata con una discreta freschezza permette un sostanziale equilibrio. Solida la struttura e piacevole la chiosa di nocciola tostata.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Colli Del Trasimeno Grechetto Vercanto,,,Berioli,Umbria,,25,Merlot 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",6,Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Bettalunga Rigaldo,,,Bettalunga,Umbria,,15,Grechetto 100%,,,,,nd,nd,,,,,14%,6,Acciaio 8 mesi e Legno 4 mesi,,,,"abbinamento Risotti di terra ettari 2,5  bottiglie 8.000 produzione olearia No proprietà Alessandro Lanterna conduzione enologica Alessandro Lanterna conduzione agronomica Alessandro Lanterna vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Mattata,,,Bettalunga,Umbria,,15,Grechetto 100%,Spa- ghetti al sugo di melanzane.,,,,nd,nd,,,,,"13,5%",1,Acciaio 6 mesi,,,,"Paglierino  tenue  con  attraente  luminosità.  L'olfatto  rimanda  ad agrumi,  pera,  citronella  e  fiori  appena  recisi.  La  beva  è  snella, lineare, ed evidenzia buona spalla acida e sapidità; nel complesso ottimo l'equilibrio gustativo. Durature le lievi scie citrine.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Povento,,,Bettalunga,Umbria,,20,Sangiovese 100%,Salumi o insaccati,,,,nd,nd,,,,,14%,1,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Piaggione,,,Bettalunga,Umbria,,12,Procanico 100%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,13%,2,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Bianchini Vecchia Fornace,,,Bianchini,Umbria,,20,Chardonnay 100%,,,,,nd,nd,,,,,13%,1,Legno 6 mesi,,,,abbinamento Piatti di pesce ettari 2  bottiglie 2.500 produzione olearia No proprietà Famiglia Bianchini conduzione enologica Francesco Bianchini conduzione agronomica Francesco Bianchini vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Adenzo,,,Bianchini,Umbria,,8,,Risotto alla pescatora.,,,,nd,nd,,,,,"13,5%",1,Acciaio 6 mesi,,,,Vivace giallo paglierino di media fittezza. Esordisce timidamente su cenni di zagara e pompelmo poi sorprende con refoli balsamici e di erbe aromatiche. L'assaggio è decisamente fresco e bilanciato da una generosa forza calorica. Si congeda con echi di mandorla amara.,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Primi Passi,,,Bianchini,Umbria,,10,Chardonnay 100%,Carni bianche o da cortile,,,,nd,nd,,,,,"13,5%",500,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,U,,,Bianchini,Umbria,,10,Sangiovese 70% – Merlot 30%,Carni rosse o selvaggina m b r i a,,,,nd,nd,,,,,13%,1,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Bocale Montefalco Rosso Bocale,,,Bocale,Umbria,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Montefalco Sagrantino Bocale,,,Bocale,Umbria,,15,,Carré di agnello al tartufo.,,,,nd,nd,,,,,"14,5%",16,Legno 12 mesi,,,,"Veste rubino dai riverberi violacei, di media trasparenza. Il tratto olfattivo dipinge sottobosco di more, rovere e cacao, alleggerito da  una  brezza  floreale  e  ferruginosa  L'assaggio  è  caldo  e  contraddistinto  da  un  fiero  tannino.  Il  frutto  scuro  ci  accompagna alla chiusura.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Spoleto Trebbiano Spoletino Bocale,,,Bocale,Umbria,,30,Sagrantino 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"15,5%",6,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Leonardo Bussoletti (93) Ràmici,,,Leonardo Bussoletti,Umbria,,14,Trebbiano spoletino 100%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,"13,5%",5,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Brecciaro,,,Leonardo Bussoletti,Umbria,,22,Ciliegiolo 100%,Piccione ripieno allo spiedo.,,,,nd,nd,,,,,13%,3,Legno 24 mesi,,,,"Sfoggia un rubino con filigrana granato. Imponenti i profumi: ciliegia, ribes, melagrana, vaniglia, liquirizia e pepe, prima di chiudere con una traccia minerale. Al gusto dominano la freschezza, un tannino finissimo e una sapidità evidente. Lunghissima persistenza, timbro indelebile di qualità.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Colle Murello,,,Leonardo Bussoletti,Umbria,,15,Ciliegiolo 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,13%,13,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Colle Ozio,,,Leonardo Bussoletti,Umbria,,15,Trebbiano spoletino 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,3,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,05035 Bianco,,,Leonardo Bussoletti,Umbria,,13,Grechetto 100%,Piatti di pesce,,,,nd,nd,,,,,13%,13,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,05035 Rosato,,,Leonardo Bussoletti,Umbria,,11,,Piatti di verdure,,,,nd,nd,,,,,13%,3,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cantina Cenci Piantata R Il Gufo,,,Cantina Cenci,Umbria,,11,Ciliegiolo 100%,Risotti di terra,,,,nd,nd,,,,,13%,3,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Lastre Bianche,,,Cantina Cenci,Umbria,,30,Sangiovese 100%,Filetto alla Wellington.,,,,nd,nd,,,,,"13,5%",1,Legno 32 mesi,,,,"Riflessi granato su pregiato rosso cremisi. Ouverture di ciliegia, violetta e lampone contornate da nuance di cannella e tabacco dolce, con accenni balsamici. Agile ed equilibrato il corpo, rifinito nella trama tannica che si amplifica in una fresca lunghezza con ricordi di succo di arancia rossa.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Piantata,,,Cantina Cenci,Umbria,,15,Sangiovese 100%,Piatti di pesce,,,,nd,nd,,,,,12%,1,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Ascheria,,,Cantina Cenci,Umbria,,18,Sangiovese 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"12,5%",3,Acciaio 8 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Giole,,,Cantina Cenci,Umbria,,17,Merlot 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",3,Acciaio 8 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cantina La Spina U A Fortiori,,,Cantina La Spina,Umbria,,10,Trebbiano 100%,,,,,nd,nd,,,,,"11,5%",3,Acciaio 10 mesi,,,,"abbinamento Piatti di pesce m b r i a ettari 2,2  bottiglie 17.000 produzione olearia No proprietà Moreno Peccia conduzione enologica Moreno Peccia conduzione agronomica Moreno Peccia vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Filare Maióre,,,Cantina La Spina,Umbria,,19,Nebbiolo 100%,Tagliata con funghi porcini.,,,,nd,nd,,,,,14%,1,Acciaio 4 mesi e Legno 12 mesi,,,,"Rubino  lucente  di  buona  trasparenza.  Bouquet  signorile:  ribes rosso,  scorza  d'arancia,  violetta,  noce  moscata,  bacche  di  ginepro, radice di liquirizia e cioccolato fondente. Dinamico e vibrante l'assaggio, ottima freschezza e tannini setosi che domano il volume e allungano tra sapidità e spezie.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Eburneo,,,Cantina La Spina,Umbria,,10,Trebbiano spoletino 100%,Risotti di terra,,,,nd,nd,,,,,14%,2,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Rossospina,,,Cantina La Spina,Umbria,,8,,Formaggi freschi o a pasta filata,,,,nd,nd,,,,,"13,5%",4,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Polimante Della Spina,,,Cantina La Spina,Umbria,,15,Montepulciano 65% – Nebbiolo 35%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,3,Acciaio 7 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Merlato,,,Cantina La Spina,Umbria,,16,Merlot 65% – Gamay 35%,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",1,Acciaio 7 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cantina Ninni Diavolacciu,,,Cantina Ninni,Umbria,,10,Merlot 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,2,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Spoleto Trebbiano Spoletino Poggio Del Vescovo,,,Cantina Ninni,Umbria,,45,,Controfiletto  al forno con erbe aromatiche.,,,,nd,nd,,,,,"12,5%",800,Acciaio e Legno 6 mesi,,,,"Ha  il  colore  della  melagrana  e  una  lieve  trasparenza.  La  raffinata  impronta  olfattiva  di  rosa  e  viola  si  affianca  ai  frutti  di bosco, che si integrano con pino e rabarbaro. Il sorso, animato da un'acidità in sintonia con la delicatissima trama tannica, è scorrevole,  e  ne  richiama  subito  un  secondo.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Sanbastiano,,,Cantina Ninni,Umbria,,18,Trebbiano spoletino 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,2,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,L'Edoardo,,,Cantina Ninni,Umbria,,15,Sangiovese 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,13%,2,Acciaio 2 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Misluli,,,Cantina Ninni,Umbria,,20,,,,,,nd,nd,,,,,10%,1,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Pilurusciu,,,Cantina Ninni,Umbria,,45,,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,13%,800,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantina Pardi Spoleto Trebbiano Spoletino Spoletino,,,Cantina Pardi,Umbria,,20,,,,,,nd,nd,,,,,11%,2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Montefalco Rosso Riserva,,,Cantina Pardi,Umbria,,20,Trebbiano spoletino 100%,Risotto con gamberi di fiume.,,,,nd,nd,,,,,14%,3,Acciaio 9 mesi,,,,"Paglierino  dai  riflessi  oro.  Vividi  richiami  di  ginestra,  papaia e  pesca  nettarina,  arricchiti  da  erbe  aromatiche.  Assaggio intenso  e  ricco,  con  la  morbidezza  bilanciata  da  freschezza e  sapidità.  Gustoso  e  appagante  l'epilogo  agrumato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Montefalco Sagrantino,,,Cantina Pardi,Umbria,,20,,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",3,Acciaio 9 mesi e Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Spoleto Trebbiano Spoletino,,,Cantina Pardi,Umbria,,22,Sagrantino 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,15%,10,Acciaio 12 mesi e Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Montefalco Rosso,,,Cantina Pardi,Umbria,,12,Trebbiano spoletino 100%,Piatti di pesce,,,,nd,nd,,,,,"13,5%",5,Acciaio 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Montefalco Grechetto,,,Cantina Pardi,Umbria,,14,,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"14,5%",28,Acciaio 6 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantina Roccafiore (92)  Fiorfiore,,,Cantina Roccafiore,Umbria,,11,Grechetto 100%,,,,,nd,nd,,,,,14%,5,Acciaio 3 mesi,,,,"abbinamento Primi piatti di pasta o pasta fresca ripiena ettari 15  bottiglie 120.000 produzione olearia Sì proprietà Famiglia Baccarelli conduzione enologica Alessandro Biancolin conduzione agronomica Cristian Giorgioni, Lorenzo Bianchi vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Prova D'Autore,,,Cantina Roccafiore,Umbria,,18,Grechetto 100%,Farrotto con asparagi e guanciale croccante.,,,,nd,nd,,,,,"13,5%",17,Legno 12 mesi,,,,"Giallo solare, con lampi dorati a farlo risplendere. Profilo olfattivo invitante, nuance agrumate, ananas, ginestra, erbe aromatiche, vaniglia,  cannella,  arachidi  e  mandorla.  Superbo  il  gusto,  con evidenti freschezza e sapidità che guidano a un congedo lento e intraprendente.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Collina D'Oro,,,Cantina Roccafiore,Umbria,,22,,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,12,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Il Roccafiore,,,Cantina Roccafiore,Umbria,,22,Moscato giallo 100%,"Pasticceria secca, torte o cioccolato",,,,nd,nd,,,,,"12,5%",1,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fiordaliso,,,Cantina Roccafiore,Umbria,,16,Sangiovese 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,13%,12,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Rosso Melograno,,,Cantina Roccafiore,Umbria,,10,Grechetto 100%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,"12,5%",35,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantina Todini Laudato,,,Cantina Todini,Umbria,,10,Sangiovese 100%,,,,,nd,nd,,,,,13%,30,Acciaio 9 mesi,,,,abbinamento Primi piatti di pasta o pasta fresca ripiena ettari 60  bottiglie 250.000 produzione olearia Sì proprietà Luisa Todini conduzione enologica Maurilio Chioccia conduzione agronomica Paolo Lodi vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Todi Grechetto,,,Cantina Todini,Umbria,,15,,"Tagliatelle con zucca, porcini e rosmarino.",,,,nd,nd,,,,,13%,3.000 Ferm. Acciaio,Acciaio 6 mesi e Legno 3 mesi,,,,"Abito paglierino con ricami d'oro. Corteo di sentori ben distinti: frutta esotica, pera candita, rosmarino e spezie dolci. Deciso in bocca, morbido e di discreta acidità, con persistenti percezioni fruttate e un caratteristico finale ammandorlato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Todi Sangiovese,,,Cantina Todini,Umbria,,7,Grechetto 100%,Piatti di verdure,,,,nd,nd,,,,,13%,13,Acciaio 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,U,,,Cantina Todini,Umbria,,7,Sangiovese 100%,Salumi o insaccati m b r i a,,,,nd,nd,,,,,14%,13,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cantine Blasi (91)  Impronta,,,Cantine Blasi,Umbria,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2009,,Mamma Mia,,,Cantine Blasi,Umbria,,14,,Stufato di cinghiale con petali di tartufo nero.,,,,nd,nd,,,,,14%,3,Legno 24 mesi,,,,"Veste  rosso  rubino  di  grande  concentrazione.  L'approccio  olfattivo è di classe e richiama mora, amarena, iris e viola, fuse a risvolti  di  tartufo,  tabacco,  pepe  e  cacao.  L'ingresso  sontuoso regala un tannino ben modellato. Appagante la chiusura balsamica.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,1742,,Brut,,,Cantine Blasi,Umbria,,20,,Formaggi stagionati o erborinati,,,,nd,nd,,,,,"15,5%",2,Legno * mesi,,,,,Italy,,,
