Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Gewürztraminer Coin Noble,,,Cave des Onze Communes,Vda,,24,Gewürztraminer 100%,Carpaccio di crostacei su mela verde,,,86,nd,nd,,,,,14,6,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Petite Arvine Miniera,,,Cave des Onze Communes,Vda,,,Petite arvine 100%,,,,86,nd,nd,,,,,14,,,   Acciaio    2    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Cave des Onze Communes,Vda,,11,Petite arvine 100%,Tartare di scampi,,,86,nd,nd,,,,,14,26,,Acciaio 5 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Gris,,,Cave Gargantua,Vda,,20,Pinot grigio 100%,Crema di zucca con gamberi croccanti,,,89,nd,nd,,,,,13,1,,Acciaio 7 mesi,,"e Legno 7 mesi Paglierino fulgido. Sensazioni agrumate s’intrecciano indizi d’erbe di campo, maggiorana e menta. In un secondo momento emerge la pietra focaia. Fresco e sapido al palato, arricchito da tracce mentolate. Epilogo che s’allunga su aromi agrumati.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Gamaret,,,Cave Gargantua,Vda,,27,Gamaret 100%,Capriolo ai porcini,,,89,nd,nd,,,,,13,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Bianco Daphne,,,Cave Gargantua,Vda,,34,Chardonnay 60% – Petite arvine 40%,Foie gras in torchon,,,89,nd,nd,,,,,13,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Torrette Supérieur Labié,,,Cave Gargantua,Vda,,22,Petit rouge 90% – Fumin 5% – Vien de Nus 5%,Tagliere di salumi,,,86,nd,nd,,,,,13,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Rosso Impasse,,,Cave Gargantua,Vda,,40,Merlot 50% – Petit rouge 30% – Fumin 20%,Filetto di cervo ai mirtilli,,,86,nd,nd,,,,,13,1,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Pinot Noir Pierre,,,Cave Gargantua,Vda,,40,Pinot nero 100%,Risotto ai porcini,,,86,nd,nd,,,,,13,1,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Blanc De Morgex Et De La Salle Vini Estremi,,,Cave Mont Blanc de Morgex et La Salle,Vda,,16,Prié blanc 100%,Spaghetti con mazzancolle e pomodorini,,,89,nd,nd,,,,,12,14,,Acciaio 6 mesi,,"Striature verdoline impreziosire il giallo paglierino. Profilo variegato, piacevoli tratti di panificazione, sbuffi di erba falciata, frutta matura dalla pera alla pesca bianca e al pompelmo rosa. Fresco e ricco il gusto con un finale sapido, lievemente agrumato che sfuma molto lentamente.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Cuvée Des Guides,,,Cave Mont Blanc de Morgex et La Salle,Vda,,90,Prié blanc 100%,e Legno 8 mesi | 36 mesi sui lieviti Pizza fritta con provola e salsiccia,,,86,nd,nd,,,,,12,0,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Blanc De Morgex Et De La Salle Extra Brut Glacier,,,Cave Mont Blanc de Morgex et La Salle,Vda,,24,Prié blanc 100%,Legno 8 mesi | 30 mesi sui lieviti Asparagi verdi con uovo croccante e fonduta di Taleggio,,,86,nd,nd,,,,,12,8,,Acciaio 8 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Donnas Napoléon,,,Caves Coopératives de Donnas,Vda,,,Nebbiolo 100%,,,,86,nd,nd,,,,,13,,,   Acciaio    6    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosso Barmet,,,Caves Coopératives de Donnas,Vda,,15,Nebbiolo 100%,Lasagnette con ragù di coniglio e crema di piselli,,,86,nd,nd,,,,,13,35,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosé Larmes Du Paradis,,,Caves Coopératives de Donnas,Vda,,13,Nebbiolo 100%,Rotolo di tacchino alle mele ed erbe aromatiche,,,86,nd,nd,,,,,13,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Moscato Bianco,,,Château Feuillet,Vda,,20,Moscato bianco 100%,Canapè di pasta sfoglia al formaggio,,,89,nd,nd,,,,,14,3,,Acciaio 3 mesi,,"Tenue giallo paglierino con bagliori verdolini. Ouverture decisa, accattivante e caratteristica: rosa bianca, fiori di zagara, poi salvia, rosmarino, pesca tabacchiera e mandorla. Fresco, sapido, beva scorrevole e tenore alcolico ben sostenuto. Lunga scia di erbe aromatiche.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Torrette Supérieur,,,Château Feuillet,Vda,,26,Petit rouge 100%,Bocconcini di cervo al cavolo nero,,,89,nd,nd,,,,,14,4,,Legno 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Noir,,,Château Feuillet,Vda,,,Pinot nero 100%,,,,86,nd,nd,,,,,14,,,   Acciaio    6    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Fumin,,,Château Feuillet,Vda,,30,Fumin 90% – Syrah 10%,Agnolotti al piccione con sugo d’arrosto,,,86,nd,nd,,,,,14,5,,Legno 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Château Feuillet,Vda,,24,Petite arvine 100%,Riso venere con verdure e crostacei,,,86,nd,nd,,,,,14,6,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Nebbiolo Gregoire,,,Château Vieux,Vda,,24,Nebbiolo 100%,Risotto ai finferli,,,86,nd,nd,,,,,13,1,,Acciaio 7 mesi,,"Un vivace rubino delinea l’aspetto visivo di questo vino giovane, contraddistinto dai sentori di fragole di bosco, prugne, fiori e delicati accenni speziati. Il fresco palato richiama la frutta e le spezie. Echi terrosi ben accompagnati da un tannino che chiude il ricco sipario.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosé Eclaire,,,Château Vieux,Vda,,22,Nebbiolo 100%,Rotolo di coniglio con pomodorini ed erbe aromatiche,,,86,nd,nd,,,,,13,0,,Acciaio 5 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Gris Grisaille,,,Château Vieux,Vda,,24,Pinot grigio 100%,Filetti di trota al vapore con maionese,,,86,nd,nd,,,,,13,1,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Nevecrino Extra Brut,,,Chemin,Vda,,37,Chardonnay 90% – Prié blanc 10%,ciski@ciski,,,86,nd,nd,,,,,,9,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Enfer D’Arvier Clos De L’Enfer,,,Coenfer,Vda,,40,Petit rouge 100%,Cinghiale arrosto con castagne,,,89,nd,nd,,,,,16,5,,Legno 36 mesi,,"Impenetrabile e vivido rosso rubino, sfoggia decise fragranze di frutti di bosco, mirtillo e mora, accenni di viola, noce moscata e pepe nero. Al palato è fresco, sapido e con tannini ben integrati. Si allunga sui richiami fruttati.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Enfer D’Arvier Digne Du Pape,,,Coenfer,Vda,,50,Petit rouge 100%,Civet di capriolo ai funghi,,,89,nd,nd,,,,,16,1,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Enfer D’Arvier,,,Coenfer,Vda,,30,Petit rouge 100%,Guanciale di manzo in umido con polenta,,,86,nd,nd,,,,,16,20,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Triskell,,,Coenfer,Vda,,30,Mayolet 100%,sui lieviti Involtini di melanzana con scamorza,,,86,nd,nd,,,,,16,5,,Acciaio 9 mesi | 40 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petit Rouge,,,Diego Curtaz,Vda,,16,Petit rouge 100%,Abbacchio al forno con verdure grigliate,,,89,nd,nd,,,,,13,1,,Acciaio 8 mesi,,"Rosso rubino, fitto e con vivaci sfumature porpora. Emana risoluti profumi di gelatina di lamponi, more e gelsi, con refoli di rosa canina e peonia. L’ingresso è dinamico e fresco, con tannini cesellati e una chiusura balsamica di buona persistenza.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Dï Meun,,,Diego Curtaz,Vda,,14,Petit rouge 50% – Cornalin 20% – Mayolet 20% – Fumin 10%,Asiago stravecchio,,,86,nd,nd,,,,,13,0,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Chardonnay Di Noutro,,,Diego Curtaz,Vda,,16,Chardonnay 100%,Alici panate e fritte,,,86,nd,nd,,,,,13,1,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Torrette,,,Diego Curtaz,Vda,,14,Petit rouge 70% – Vien de Nus 20% – Fumin 10%,Bocconcini di cervo al cavolo nero,,,86,nd,nd,,,,,13,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Gamay,,,Diego Curtaz,Vda,,14,Gamay 100%,Coniglio al forno con patate,,,86,nd,nd,,,,,13,,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Syrah Fredy,,,Diego Curtaz,Vda,,17,Syrah 100%,Arista di maiale con salsa di prugne,,,86,nd,nd,,,,,13,0,,Acciaio 8 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Torrette Supérieur Dante,,,Nicola Del Negro,Vda,,36,Petit rouge 85% – Cornalin 15%,Piccione ai porcini e tartufo nero,,,89,nd,nd,,,,,14,,,Legno 12 mesi,,"Screziature porpora ringiovaniscono il cremisi. Intrigante al naso, si focalizza sulle more di rovo cui fanno seguito spezie dolci e ricordi di fernet. La bocca regala freschezza e sapori d’arancia sanguinella, nonché sensazioni vanigliate. Nella chiosa è sostenuto da un’incisiva sapidità.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Chambave Vesan,,,Nicola Del Negro,Vda,,31,Petit rouge 95% – Fumin 5%,Brasato di lepre con riduzione di vino rosso,,,86,nd,nd,,,,,14,0,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Nicola Del Negro,Vda,,16,Petite arvine 100%,Risotto con seppie e burrata,,,86,nd,nd,,,,,14,1,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Muscat De Chambave,,,Nicola Del Negro,Vda,,20,Muscat petit grain 100%,nicola_delnegro@libero,,,82,nd,nd,,,,,14,2,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin,,,Di Barrò,Vda,,18,Fumin 100%,Brasato di manzo al vino rosso,,,89,nd,nd,,,,,13,2,,Acciaio 24 mesi,,"Rubino compatto con splendide venature purpuree. Esordio di ciliegie e spezie orientali, evolve poi in stille mentolate e foglie di tabacco. Il sorso è fresco ed equilibrato, in cui echi di frutta rossa matura s’intrecciano un tannino delicato e ancora dai tratti giovanili.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Torrette Superieur Ostro,,,Di Barrò,Vda,,30,Petit rouge 90% – altre varietà 10%,Piccione al forno con cipollotti,,,89,nd,nd,,,,,13,1,,Acciaio 48 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Di Barrò,Vda,,16,Petite arvine 100%,Risotto con salsiccia e Taleggio,,,86,nd,nd,,,,,13,2,,Acciaio 10 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Fumin,,,Di Francesco - Gasperi,Vda,,32,Fumin 100%,Filetto di cervo ai mirtilli,,,89,nd,nd,,,,,13,1,,Legno 36 mesi,,"Lucente orlatura porpora sul rubino. Si rivela con un coté speziato di chiodi di garofano e pepe nero, poi piccoli frutti rossi, bouquet di fiori appassiti, liquirizia, anice stellato e dolce tabacco da pipa. Sorso scorrevole ben sorretto da una trama tannica vellutata che si allunga in un finale speziato.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Di Francesco - Gasperi,Vda,,24,Petite arvine 100%,Robiola di Roccaverano,,,86,nd,nd,,,,,13,4,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosso Planchettes,,,Di Francesco - Gasperi,Vda,,18,Petit rouge 90% – Pinot nero 10%,Pappardelle con sugo di lepre,,,86,nd,nd,,,,,13,2,,Acciaio 7 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Pierrot,,,Feudo di San Maurizio,Vda,,30,Petit rouge 70% – Syrah 30%,Babà,,,89,nd,nd,,,,,15,1,,Legno 6 mesi,,"Rubino di grande intensità. Variegato profilo olfattivo con malie di amarene sotto spirito, confettura di frutti di bosco, un bouquet di fiori appassiti e memorie eteree di smalto ci portano un assaggio importante, corposo con chiusura su nuance di ciliegie mature in confettura e spezie dolci.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Vuillermin,,,Feudo di San Maurizio,Vda,,25,Vuillermin 100%,Bresaola di punta d’anca,,,89,nd,nd,,,,,15,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Torrette Supérieur,,,Feudo di San Maurizio,Vda,,19,Petit rouge 95% – Syrah 5%,Bocconcini di cervo al cavolo nero,,,86,nd,nd,,,,,15,5,,Legno 9 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Mayolet,,,Feudo di San Maurizio,Vda,,17,Mayolet 100%,Tortelli al Castelmagno,,,86,nd,nd,,,,,15,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Rouge Chateau De Sarre,,,Feudo di San Maurizio,Vda,,30,Nebbiolo 100%,Allodole tartufate in casseruola,,,86,nd,nd,,,,,15,2,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Müller Thurgau,,,Feudo di San Maurizio,Vda,,13,Müller Thurgau 100%,Anelli di cipolla pastellati fritti,,,82,nd,nd,,,,,15,2,,Acciaio,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Blanc Commun,,,Didier Gerbelle,Vda,,45,Blanc commun 100%,Coregone al forno,,,91,nd,nd,,,,,13,0,,Acciaio 4 mesi,,"Veste giallo paglierino con filigrana dorata. Il naso è opulento, caratterizzato inizialmente da frutta tropicale: maracuja, ananas e mango; seguono gelsomino e pesca bianca. In bocca dominano anice e liquirizia, mela e zenzero candito. La beva è generosa, lunga, appagante e di delicata sapidità.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Rosso L’Aîné V Edizione,,,Didier Gerbelle,Vda,,65,Neyret 100%,Petto di germano reale al balsamico,,,89,nd,nd,,,,,13,0,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2018,,Valle D’Aosta Rosso Cœur De Mélèze,,,Didier Gerbelle,Vda,,45,Mayolet 40% – Petit rouge 40% – Vuillermin 20%,Stufato di daino,,,86,nd,nd,,,,,13,1,,Legno 36 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosato,,,Didier Gerbelle,Vda,,18,Petit rouge 95% – Gamay 5%,Lasagne di verdure,,,86,nd,nd,,,,,13,2,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Petit Rouge Bianco,,,Didier Gerbelle,Vda,,60,Petit rouge bianco 100%,Legno 10 mesi Tigelle e salumi,,,86,nd,nd,,,,,13,0,,Acciaio 6 mesi,,"Risotto con silene e cime di luppolo selvatico. VALLE D’AOSTA ROSSO PEQUE-NA! 2021 Rosso Dop Cornalin 80%, Fumin 10%, Prëmetta 10% Alc. 13,5% | € 25 (0,5l) | Bt. 10.000 | Ferm. Acciaio | Mat.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Petite Arvine Les Frères,,,Grosjean Vins,Vda,,30,Petite arvine 100%,Abbacchio al forno con verdure grigliate,,,91,nd,nd,,,,,13,1,,Legno 24 mesi,,"Giallo paglierino con preziose venature dorate. Deciso e intrigante il profilo: agrumi, frutti tropicali, papaia, essenze di gelso, vaniglia, zenzero e refoli di erbe aromatiche e anice. Bevuta corposa, fresca, sapida che si congeda con tonalità piacevolmente ammandorlate.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Pinot Noir Les Frères,,,Grosjean Vins,Vda,,30,Pinot nero 100%,Asiago stravecchio,,,89,nd,nd,,,,,13,1,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Fumin Vigne Rovettaz,,,Grosjean Vins,Vda,,25,Fumin 100%,Acciaio | 36 mesi sui lieviti Alici panate e fritte,,,86,nd,nd,,,,,13,2,,Legno 15 mesi,,"Brie de Meaux. MAS DU JARIO BLANC DE NOIR EXTRA BRUT Bianco Metodo Classico Pinot nero 100% Alc. 11,5% | € 25 | Bt. 1.450 | Ferm.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Clairet,,,Grosjean Vins,Vda,,30,Nebbiolo 80% – Neyret 20%,Arista di maiale con salsa di prugne,,,86,nd,nd,,,,,13,0,,Legno 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Syrah,,,Institut Agricole Régional,Vda,,,Syrah 85% – altre varietà 15%,,,,89,nd,nd,,,,,14,,,   Acciaio    4    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Pinot Noir Sang Des Salasses,,,Institut Agricole Régional,Vda,,20,Pinot nero 100%,Legno 12 mesi Faraona ripiena con salsa tartufata,,,86,nd,nd,,,,,14,1,,Acciaio 4 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Petite Arvine,,,Institut Agricole Régional,Vda,,20,Petite arvine 100%,Crema di patate e asparagi con cappesante scottate,,,86,nd,nd,,,,,14,3,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin,,,Institut Agricole Régional,Vda,,,Fumin 100%,,,,86,nd,nd,,,,,14,,,   Acciaio    4    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Rosé Du Coteau,,,Institut Agricole Régional,Vda,,15,Petit rouge 50% – Gamay 30% – Vuillermin 15% –,Cartoccio di pescatrice agli agrumi,,,86,nd,nd,,,,,14,2,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Chambave Muscat Attente,,,La Crotta di Vegneron,Vda,,19,Muscat petit grain 100%,Cotoletta di tonno al sesamo,,,89,nd,nd,,,,,13,5,,Acciaio 40 mesi,,"Oro profondo e lucente. L’esordio aromatico aristocratico e deciso, contraddistinto da pompelmo rosa, papaia, erbe aromatiche, salvia e rosmarino, vira poi su indizi più evoluti di zenzero, fiori appassiti e fieno. Beva vigorosa, fresca e sapida dalla lunga progressione agrumata.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave Muscat Flétri Prieuré,,,La Crotta di Vegneron,Vda,,28,Muscat petit grain 100%,Roquefort,,,89,nd,nd,,,,,13,2,,Acciaio 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2019,,Valle D’Aosta Syrah Crème,,,La Crotta di Vegneron,Vda,,19,Syrah 100%,Capretto allo spiedo,,,89,nd,nd,,,,,13,7,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2021,,Valle D’Aosta Chambave Muscat Mines,,,La Crotta di Vegneron,Vda,,20,Muscat petit grain 100%,Ravioli di patate e baccalà,,,89,nd,nd,,,,,13,2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2020,,Valle D’Aosta Fumin La Griffe Des Lions,,,La Crotta di Vegneron,Vda,,,Fumin 100%,,,,86,nd,nd,,,,,13,,,   Acciaio    6    mesi    e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2022,,Valle D’Aosta Nus Malvoisie,,,La Crotta di Vegneron,Vda,,15,Pinot grigio 100%,Agnolotti al piccione con sugo d’arrosto,,,86,nd,nd,,,,,13,3,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,La Copine,,,La Plantze,Vda,,18,Sauvignon 100%,Robiola di Roccaverano,,,89,nd,nd,,,,,14,3,,Acciaio 7 mesi,,"Giallo paglierino dai lucenti riflessi verdolini. Olfatto avvolgente con sensazioni di fiori gelsomino e geranio, frutto agrumato di cedro e bergamotto. Chiude con note vegetali di finocchietto selvatico. Il sorso fresco, sapido e ben bilanciato garantisce una beva appagante.",,Italy,,,
2,,,,,,,,,,,,,,,,,2024,2024,,Pas Toi,,,La Plantze,Vda,,30,Viognier 100%,Sushi e sashimi,,,89,nd,nd,,,,,14,2,,Legno 7 mesi,,,,Italy,,,
