Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2020,,Pariti Falanghina,,,Aita,Campania,,12,Aglianico 85% – Merlot 15%,,,,,nd,nd,,,,,14%,2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Teone Aglianico,,,Aita,Campania,,12,Falanghina 100%,,,,,nd,nd,,,,,13%,2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Alois C Morrone,,,Alois,Campania,,16,Aglianico 100%,,,,,nd,nd,,,,,"13,5%",2,Acciaio 12 mesi,,,,abbinamento Carni rosse o selvaggina a m p a n i a ettari 30  bottiglie 160.000 produzione olearia No proprietà Michele Alois conduzione enologica Giovanni Piccirillo conduzione agronomica Staff aziendale vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Caulino,,,Alois,Campania,,38,Pallagrello bianco 100%,Crudo di gambe- ri con emulsione di agrumi e burrata.,,,,nd,nd,,,,,13%,6,Acciaio 9 mesi e Legno 9 mesi,,,,"Paglierino  sfavillante.  Immediato  e  profondo  all’olfatto:  subito pesca bianca, ananas e fiori di acacia; poi è il turno di cumino e origano, il tutto bagnato da una pervasiva percezione di iodio che sconfina anche in bocca in una decisa spinta salmastra. Sapidità coinvolgente arginata da puntuale morbidezza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Casavecchia Di Pontelatone Trebulanum Riserva,,,Alois,Campania,,10,Falanghina 100%,Piatti di pesce,,,,nd,nd,,,,,"13,5%",30,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Caiatì,,,Alois,Campania,,54,Casavecchia 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,13%,6,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2014,,Amarano Taurasi Principe Lagonessa,,,Amarano,Campania,,14,Pallagrello bianco 100%,Piatti di pesce,,,,nd,nd,,,,,"13,5%",25,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Irpinia Coda Di Volpe Lucinda,,,Amarano,Campania,,27,Aglianico 100%,Agnello di Laticauda con fonduta di pecorino.,,,,nd,nd,,,,,"14,5%",5,Legno 36 mesi,,,,"Cuore rubino dall'orlo granato. Al naso sintonia di visciole e liquirizia, cenere e torba. La bocca conserva intatta tutta la poderosa freschezza; un corpo dalla percettibile materia ispessisce il sorso, ma viene attraversato facilmente da un tannino efficace che non affatica il palato. Finale calibrato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Antico Castello Taurasi,,,Antico Castello,Campania,,11,Coda di volpe 100%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,14%,4,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Irpinia Falanghina Demetra,,,Antico Castello,Campania,,26,Aglianico 100%,Cosciotto di agnello farcito.,,,,nd,nd,,,,,14%,10,Legno 24 mesi,,,,"Rubino  lucente.  Ai  profumi  di  frutti  rossi  e  arancia  sanguinella seguono quelli di tabacco biondo e di chicchi tostati di caffè arabica. Al palato incede con passo svelto e agile, sorprendendo per l’estrema bevibilità; i tannini sono distesi e accompagnano un finale al sapore di agrumi e liquirizia.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Irpinia Fiano Orfeo,,,Antico Castello,Campania,,14,Falanghina 100%,Piatti di verdure,,,,nd,nd,,,,,"12,5%",8,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Irpinia Greco Ermes,,,Antico Castello,Campania,,14,Fiano 100%,Risotti di pesce,,,,nd,nd,,,,,13%,9,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Irpinia Aglianico Magis,,,Antico Castello,Campania,,14,Greco 100%,Risotti di terra,,,,nd,nd,,,,,13%,9,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Giuseppe Apicella Passion,,,Giuseppe Apicella,Campania,,15,Aglianico 100%,,,,,nd,nd,,,,,"13,5%",14,Legno 9 mesi,,,,abbinamento Carni rosse o selvaggina ettari 7  bottiglie 60.000 produzione olearia No proprietà Giuseppe Apicella conduzione enologica Prisco Apicella conduzione agronomica Prisco Apicella vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Costa D'Amalfi Tramonti Bianco Colle Santa Marina,,,Giuseppe Apicella,Campania,,22,,Crostata di noci al caramello.,,,,nd,nd,,,,,15%,600,Legno 6 mesi,,,,"Giallo  oro  pieno.  Incanta  con  sensazioni  di  miele  millefiori, tisana  alla  camomilla  e  uva  passa;  seguono  nuance  di  frutta secca, zafferano ed echi di sottobosco. La dolcezza esibita al gusto dialoga a lungo con la freschezza, trovando equilibrio e compostezza.  Lunghissimi  ricordi  di  frutta  candita.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Costa D'Amalfi Rosato,,,Giuseppe Apicella,Campania,,17,,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,4,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Costa D'Amalfi Tramonti Bianco,,,Giuseppe Apicella,Campania,,13,Piedirosso 50% – Sciascinoso 50%,Salumi o insaccati,,,,nd,nd,,,,,12%,4,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Bambinuto C Greco Di Tufo Picoli Riserva,,,Bambinuto,Campania,,13,Falanghina 60% – Biancolella 40%,"Crostacei, molluschi o crudità a m p a n i a",,,,nd,nd,,,,,"12,5%",10,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Irpinia Falanghina Insania,,,Bambinuto,Campania,,25,Greco 100%,Filetto di ricciola in salsa di agrumi.,,,,nd,nd,,,,,"13,5%",4,Acciaio 12 mesi,,,,"Paglierino cristallino. L’olfatto esprime dapprima rimandi minerali, poi vira sulle fragranze di cedro, menta e liquirizia, ingentilite  da  raffinata  speziatura.  Sorso  estremamente  appagante e dissetante. Equilibrio e sapore accompagnano il percettibile allungo finale dagli insistenti riverberi fruttati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Stefania Barbot Irpinia Campi Taurasini Ion,,,Stefania Barbot,Campania,,15,Falanghina 100%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,13%,1,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Fiano Di Avellino Xorós,,,Stefania Barbot,Campania,,23,Aglianico 100%,Petto d'anatra ai mirtilli.,,,,nd,nd,,,,,"14,5%",15,Acciaio 12 mesi,,,,"Rubino  nereggiante.  Olfatto  dai  profumi  fitti,  verso  le  tinte  più scure,  in  cui  dominano  polvere  da sparo  e  piccoli  frutti  neri.  Al gusto emerge con evidenza una spiccata sapidità che colora con il suo sapore anche la dotazione fenolica, dai tannini distesi ma non privi di tensione tattile.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Bosco De' Medici Pompeii Bianco,,,Bosco De' Medici,Campania,,21,Fiano 100%,Piatti di pesce,,,,nd,nd,,,,,"12,5%",5,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Pompeii Rosso,,,Bosco De' Medici,Campania,,25,Caprettone 100%,Merluzzo  di coffa gratinato agli agrumi.,,,,nd,nd,,,,,13%,5,Acciaio 6 mesi,,,,"Giallo  solare,  dal  movimento  sinuoso.  Il  quadro  odoroso  evoca erbe aromatiche, cedro candito e tabacco biondo; chiude un'energica  sferzata di  salsedine. Agile  e profondo al  palato,  con  il corpo  sostenuto  dalla  simbiosi  fresco-sapida.  Ricordi  di  mandorla  arricchiscono  il  coerente  e  gradevole  finale.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Lacryma Christi Del Vesuvio Bianco Lavaflava,,,Bosco De' Medici,Campania,,18,Piedirosso 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,13%,6,Acciaio 6 mesi e Legno,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Lacryma Christi Del Vesuvio Rosso Lavarubra,,,Bosco De' Medici,Campania,,15,Caprettone 85% – Falanghina 15%,Piatti di pesce,,,,nd,nd,,,,,13%,5,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cantine Antonio Caggiano Taurasi Macchia Dei Goti,,,Cantine,Campania,,15,Piedirosso 85% – Aglianico 15%,Salumi o insaccati,,,,nd,nd,,,,,"12,5%",5,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Irpinia Campi Taurasini Salae Domini,,,Cantine,Campania,,35,Aglianico 100%,Faraona lardellata imbottita.,,,,nd,nd,,,,,"14,5%",13,Acciaio 3 mesi e Legno 18 mesi,,,,"Sfolgorante  rosso  rubino.  Si  sintonizza  subito  su  modulazioni balsamiche e floreali: canfora, genziana e geranio, lasciando la frutta a fare da sfumato sottofondo. Sorso saporito, con un tannino di stoffa che si mostra gagliardo e ruggente. Lascia dietro di sé una scia di arancia sanguinella.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Mel,,,Cantine,Campania,,22,Aglianico 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,6,Acciaio 3 mesi e Legno 10 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosa Salae,,,Cantine,Campania,,28,Fiano 70% – Greco 30%,Dolci al cucchiaio o a base di frutta,,,,nd,nd,,,,,12%,1,Acciaio 4 mesi e Legno 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Greco Di Tufo Devon,,,Cantine,Campania,,12,Aglianico 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"13,5%",5,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fiano Di Avellino Bechar,,,Cantine,Campania,,16,Greco 100%,Risotti di terra,,,,nd,nd,,,,,"13,5%",35,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cantina Del Taburno C Sannio Aglianico Fidelis,,,Cantina,Campania,,16,Fiano 100%,"Zuppe, minestre o vellutate a m p a n i a",,,,nd,nd,,,,,"13,5%",35,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Amineo,,,Cantina,Campania,,8,Aglianico 90% – Merlot 5% – Sangiovese 5%,Spezzatino di vitello e finferli.,,,,nd,nd,,,,,13%,200,Legno 12 mesi,,,,"Rubino a trame fitte. Classico profilo con fiori e frutta a tinte rosse  che  si  dividono  la  scena  olfattiva  con  un'incursione  di  pepe nero e grafite. La bocca avvolge e seduce, con tannini vitali che si infilano in una lunga e soddisfacente chiusura, ricolma di coerenti ritorni aromatici.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Falanghina Del Sannio Taburno,,,Cantina,Campania,,7,Coda di volpe 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,20,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fiano,,,Cantina,Campania,,8,Falanghina 100%,Piatti di pesce,,,,nd,nd,,,,,13%,300,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Greco,,,Cantina,Campania,,8,Fiano 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,13%,15,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Piedirosso,,,Cantina,Campania,,8,Greco 100%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,13%,15,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantina Del Vesuvio Lacryma Christi Del Vesuvio Bianco Superiore,,,Cantina Del Vesuvio,Campania,,13,Piedirosso 100%,Salumi o insaccati,,,,nd,nd,,,,,"13,5%",8,Legno 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Lacryma Christi Del Vesuvio Rosato,,,Cantina Del Vesuvio,Campania,,19,Caprettone 100%,"Riso ba- smati, avocado e gamberi.",,,,nd,nd,,,,,"13,5%",4,Acciaio 12 mesi,,,,"Giallo oro attraversato da lampi verdolini. Fiori di zagara, timo e fieno  lasciano  spazio  a  un'incessante  brezza  salmastra.  Sorso caldo e materico, sorretto dalla sinergica collaborazione di spalla acida e sapidità che rende la progressione gustativa fluida e snella; sfuma lentamente sulla macchia mediterranea.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Lacryma Christi Del Vesuvio Rosso Superiore,,,Cantina Del Vesuvio,Campania,,16,Piedirosso 100%,Risotti di terra,,,,nd,nd,,,,,13%,4,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cantina Polito Cilento Fiano Saracé,,,Cantina Polito,Campania,,19,Piedirosso 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",4,Acciaio 6 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Prime Rose,,,Cantina Polito,Campania,,15,Fiano 100%,Lasa- gnetta di tonno e fiori di zucca.,,,,nd,nd,,,,,13%,6,Acciaio 5 mesi,,,,Un  solare  giallo  paglierino  irradia  con  slanci  di  frutta  esotica intrecciati  a  sensazioni  di  ginestra  ed  erbe  aromatiche;  vibrazioni  iodate  a  chiudere  il  percorso  olfattivo.  Bocca  bagnata  da freschezza  e  sapidità  che  vengono  contrastate  da  adeguato supporto alcolico. Nel lungo finale emergono frutta e fiori.,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Falanghina,,,Cantina Polito,Campania,,12,Aglianico 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,12%,3,Acciaio 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Cantina Riccio Taurasi Appia Antica,,,Cantina Riccio,Campania,,12,Falanghina 100%,Risotti di pesce,,,,nd,nd,,,,,"13,5%",5,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Greco Di Tufo,,,Cantina Riccio,Campania,,30,Aglianico 100%,Fagiano alla cacciatora.,,,,nd,nd,,,,,14%,3,Acciaio 12 mesi e Legno 15 mesi,,,,"Manto vivido color rubino. Esordio di frutta e spezie scure, rinfrescato da rabarbaro e fragranze boschive, humus e radice di liquirizia. Assaggio proporzionato, con una dinamica gustativa dal passo sicuro e ritmato: la trama tannica rende agile e intrigante la beva. Finale dai coerenti ritorni fruttati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fiano Di Avellino,,,Cantina Riccio,Campania,,14,Greco 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,4,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Irpinia Falanghina,,,Cantina Riccio,Campania,,14,Fiano 100%,Piatti di verdure,,,,nd,nd,,,,,13%,5,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,"Cantine Astroni C (94,5)  Campi Flegrei Falanghina Vigna Astroni",,,Cantine Astroni,Campania,,10,Falanghina 100%,"Zuppe, minestre o vellutate a m p a n i a",,,,nd,nd,,,,,13%,4,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Campi Flegrei Piedirosso Colle Rotondella,,,Cantine Astroni,Campania,,18,Falanghina 100%,Tagliolini all'astice su crema di burrata.,,,,nd,nd,,,,,"12,5%",4,Acciaio 4 mesi,,,,"Un cuore giallo mimosa con screziature d'oro. Ventaglio odoroso sfaccettato: polvere di gesso, succulenta pesca nettarina, nobile essenza di balsami e resina. In bocca è scattante ed essenziale nello sviluppo, con una perfetta fusione tra il gusto e la personalità.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Campi Flegrei Bianco Tenuta Jossa,,,Cantine Astroni,Campania,,9,Piedirosso 100%,Carni bianche o da cortile,,,,nd,nd,,,,,"12,5%",20,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Campi Flegrei Falanghina Colle Imperatrice,,,Cantine Astroni,Campania,,27,Falanghina 90% – Fiano 10%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,"12,5%",1,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cantine Del Mare Campi Flegrei Falanghina Sorbo Bianco,,,Cantine Del Mare,Campania,,9,Falanghina 100%,,,,,nd,nd,,,,,12%,20,Acciaio 4 mesi,,,,"abbinamento Crostacei, molluschi o crudità ettari 9  bottiglie 50.000 produzione olearia Sì proprietà Gennaro Schiano conduzione enologica Gennaro Schiano conduzione agronomica Gennaro Schiano vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Campi Flegrei Falanghina,,,Cantine Del Mare,Campania,,18,Falanghina 100%,Ora- ta di lenza al cartoccio.,,,,nd,nd,,,,,"12,5%",1,Legno 12 mesi,,,,"Intensa tonalità di oro bianco. Il frutto è protagonista dei profumi  con  cenni  di  pesca  e  nespola,  messi  in  evidenza  da  una sottile mineralità gessosa. Al palato sprigiona vitalità, con una spalla  acida  sferzante  cui  segue  un  corpo  materico  e  solido. Epilogo sapido, marino, con una vena appena amaricante.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Campi Flegrei Piedirosso Terrazze Romane,,,Cantine Del Mare,Campania,,10,Falanghina 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"12,5%",20,Acciaio 7 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2012,,Cantine Delite Taurasi Pentamerone,,,Cantine Delite,Campania,,15,Piedirosso 100%,Salumi o insaccati,,,,nd,nd,,,,,"12,5%",5,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Taurasi Pentamerone,,,Cantine Delite,Campania,,45,Aglianico 100%,Cosciotto  di cinghiale con castagne e arance.,,,,nd,nd,,,,,15%,3,Acciaio 24 mesi e Legno 18 mesi,,,,"Granato  smagliante.  Intenso  bouquet  che  unisce  cardamomo a grafite e chiodi di garofano; con una chiusura di tabacco Cavendish e caffè. Sorso immediato, fresco e succoso, con un'appagante e raffinata trama tannica, che conduce a un finale lunghissimo,  svelando  un'inaspettata  scia  fruttata.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Irpinia Campi Taurasini Nonna Seppa,,,Cantine Delite,Campania,,45,Aglianico 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,15%,3,Acciaio 24 mesi e Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2013,,Irpinia Campi Taurasini Nonna Seppa,,,Cantine Delite,Campania,,30,Aglianico 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,3,Acciaio 24 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantine Dell'Angelo Greco Di Tufo Torrefavale,,,Cantine Dell'Angelo,Campania,,30,Aglianico 100%,,,,,nd,nd,,,,,14%,3,Acciaio 24 mesi e Legno 12 mesi,,,,abbinamento Formaggi stagionati o erborinati ettari 5  bottiglie 22.000 produzione olearia Sì proprietà Famiglia Muto conduzione enologica Luigi Sarno conduzione agronomica Staff aziendale vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Greco Di Tufo Miniere,,,Cantine Dell'Angelo,Campania,,25,Greco 100%,Spaghetti alla procidana con ricci di mare.,,,,nd,nd,,,,,13%,4,Acciaio 12 mesi,,,,"Oro  abbagliante.  Giungono  immediati  ricordi  marini,  ricchi  di sale  e  iodio;  poi  l'olfatto  si  adagia  su  un  letto  di  erbe  officinali, mela renetta e uva spina. Il sorso è pieno e strutturato, con una leggera  astringenza  che  trasporta  suggestioni  di  sottobosco, zenzero e zafferano.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Irpinia Coda Di Volpe Del Nonno,,,Cantine Dell'Angelo,Campania,,22,Greco 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,12,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,"Cantine Di Marzo C (92,5)  Greco Di Tufo Vigna Laure Riserva",,,Cantine Di Marzo,Campania,,25,Coda di volpe 100%,Formaggi freschi o a pasta filata a m p a n i a,,,,nd,nd,,,,,13%,2,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Greco Di Tufo Vigna Ortale Riserva,,,Cantine Di Marzo,Campania,,20,Greco 100%,Me- daglioni di aragosta.,,,,nd,nd,,,,,13%,5,Acciaio 9 mesi,,,,"Luminoso  paglierino  frammisto  a  oro.  Profuma  di  pesca  gialla,  albicocca,  ginestra  e  fiori  d’arancio;  la  progressione  olfattiva  rimanda  alla  dolcezza  del  miele  d'acacia  e  alle  essenze  di macchia mediterranea. Opulento al gusto, saporito e di grande equilibrio. Si congeda con prolungate sensazioni di agrumi.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Greco Di Tufo Vigna Serrone Riserva,,,Cantine Di Marzo,Campania,,20,Greco 100%,Risotti di terra,,,,nd,nd,,,,,13%,5,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Irpinia Aglianico,,,Cantine Di Marzo,Campania,,20,Greco 100%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,5,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Greco Di Tufo,,,Cantine Di Marzo,Campania,,12,Aglianico 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",10,Acciaio 12 mesi e Legno 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Cantine Fratelli Addimanda Taurasi,,,Cantine Fratelli,Campania,,12,Greco 100%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,13%,10,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Irpinia Campi Taurasini,,,Cantine Fratelli,Campania,,35,Aglianico 100%,Pecorino affinato in vinacce di aglianico.,,,,nd,nd,,,,,14%,1,Acciaio 12 mesi e Legno 14 mesi,,,,"Rubino dalle insistite striature granato. Su uno sfondo di tabacco da pipa, cenere e cioccolato rimbalzano memorie di amarena e prugna disidratate. Succoso e rotondo nel sorso, buon equilibrio e tannini ben integrati. Finale riscaldato dall'alcol che lascia una lunga eco fruttata.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Aciniell',,,Cantine Fratelli,Campania,,15,Aglianico 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,4,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cantine Olivella Vesuvio Rosato Ereo,,,Cantine Olivella,Campania,,16,Roviello 100%,,,,,nd,nd,,,,,"13,5%",1,,,,,,Italy,,,
