Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2020,,Cantina Di Venosa (94)  Matematico,,,Cantina Di Venosa,Basilicata,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Verbo Rosé,,,Cantina Di Venosa,Basilicata,,35,Merlot 70% – Aglianico del Vulture 30%,Filetto di vitello alla brace.,,,,nd,nd,,,,,"14,5%",24,Legno 6 mesi,,,,"Rubino  intenso.  Suggestioni  di  ribes  e  arancia  sanguinella,  poi viole appassite, chiodi di garofano, pepe e rabarbaro; finale balsamico e terroso. L’assaggio è caratterizzato da frutto e morbidezza, con una buona dose di acidità, capace di lasciare al palato un’impronta netta e durevole.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Verbo,,,Cantina Di Venosa,Basilicata,,10,Aglianico del Vulture 100%,"Zuppe, minestre o vellutate",,,,nd,nd,,,,,"13,5%",50,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Verbo Malvasia,,,Cantina Di Venosa,Basilicata,,12,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,100,Legno 10 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Terre Di Orazio,,,Cantina Di Venosa,Basilicata,,10,Malvasia bianca di Basilicata 100%,Risotti di pesce,,,,nd,nd,,,,,"13,5%",50,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Terre Di Orazio Dry Muscat,,,Cantina Di Venosa,Basilicata,,8,Aglianico del Vulture 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,150,Legno 15 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cantina Il Passo Aglianico Del Vulture Alberi In Piano,,,Cantina Il Passo,Basilicata,,8,Moscato bianco 100%,Carni bianche o da cortile,,,,nd,nd,,,,,"13,5%",40,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cantine Crocco Sulco,,,Cantine Crocco,Basilicata,,28,Aglianico del Vulture 100%,Costolette di cinghiale al mirto.,,,,nd,nd,,,,,14%,8,Legno 18 mesi,,,,"avvolgente, sinuoso, con profonde sensazioni di succosi frutti di bosco, seguite da ricordi di fiori, tabacco, vaniglia e pepe nero. Bocca  morbida, con tannini ben distribuiti e decisi. Finale sapido e fruttato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Matinone,,,Cantine Crocco,Basilicata,,14,Aglianico 100%,Medaglioni di manzo con salsa alle prugne.,,,,nd,nd,,,,,"13,5%",6,Acciaio 12 mesi e Legno 12 mesi,,,,"disposto su lampone, fragoline di bosco, spezie dolci, vaniglia e soffi floreali. In bocca esprime un discreto equilibrio, morbidezza e avvolgenza. Finale persistente con ritorni fruttati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Il Brigante,,,Cantine Crocco,Basilicata,,18,Primitivo 100%,Salumi o insaccati,,,,nd,nd,,,,,14%,6,Acciaio 12 mesi e Legno 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Briga' Rose',,,Cantine Crocco,Basilicata,,16,Merlot 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,6,Acciaio 12 mesi e Legno 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Cantine Del Notaio B (96) Aglianico Del Vulture Superiore La Firma,,,Cantine Del Notaio,Basilicata,,14,Merlot 100%,,,,,nd,nd,,,,,13%,6,Acciaio 4 mesi,,,,"abbinamento Zuppe, minestre o vellutate a s i l i c a t a ettari 40  bottiglie 470.000 produzione olearia Sì proprietà Cantine del Notaio conduzione enologica Gerardo Giuratrabocchetti conduzione agronomica Gerardo Giuratrabocchetti vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Aglianico Del Vulture Il Sigillo,,,Cantine Del Notaio,Basilicata,,32,Aglianico del Vulture 100%,Cosciotto d'agnello alla cacciatora.,,,,nd,nd,,,,,14%,20,Legno 12 mesi,,,,"Nobile rosso carminio. Corredo olfattivo sinuoso, confettura di ribes, viola, cannella, caffè, eucalipto e cenni di cioccolato. Il palato voluminoso si dimostra energico, con una morbidezza iniziale cui segue un connubio di tannino e tensione fresco-sapida che ne amplifica gli echi fruttati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,L'Autentica,,,Cantine Del Notaio,Basilicata,,36,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,25,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Il Repertorio,,,Cantine Del Notaio,Basilicata,,29,Moscato 70% – Malvasia 30%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,6,Legno 14 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,La Parcella,,,Cantine Del Notaio,Basilicata,,19,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",60,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Il Rogito,,,Cantine Del Notaio,Basilicata,,45,,Risotti di pesce,,,,nd,nd,,,,,14%,1,Legno 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cantine Strapellum Aglianico Del Vulture Superiore Tenute Piano Regio,,,Cantine Strapellum,Basilicata,,15,Aglianico del Vulture 100%,,,,,nd,nd,,,,,"13,5%",35,Legno 12 mesi,,,,abbinamento Carni bianche o da cortile ettari 46  bottiglie 90.000 produzione olearia Sì proprietà Giuseppe Cuseo e Michele Turtora conduzione enologica Fabio Mecca conduzione agronomica Fabio Mecca vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Aglianico Del Vulture Tenute San Savino,,,Cantine Strapellum,Basilicata,,18,Aglianico del Vulture 100%,Sella  di  maialino croccante al miele.,,,,nd,nd,,,,,"14,5%",6,Legno 24 mesi,,,,"Rubino impenetrabile, screziature granato. Esordio fine e sinuoso, sentori di eucalipto, visciole, succo d'arancia e peonia, legno di cedro, pepe bianco e grafite. Palato espressivo e di carattere, morbidezza misurata e buona freschezza, garbato il tannino. Si  congeda  lentamente,  su  scie  balsamiche.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Aglianico Del Vulture Fosso Del Tiglio,,,Cantine Strapellum,Basilicata,,10,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",9,Legno 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cuvée Brut,,,Cantine Strapellum,Basilicata,,13,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"13,5%",6,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Moscato,,,Cantine Strapellum,Basilicata,,13,,,,,,nd,nd,,,,,13%,15,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Kline,,,Cantine Strapellum,Basilicata,,13,Moscato 100%,,,,,nd,nd,,,,,9%,2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Cantine Taverna Il Lagarino,,,Cantine Taverna,Basilicata,,13,Falanghina 100%,,,,,nd,nd,,,,,"12,5%",3,Acciaio 6 mesi,,,,abbinamento Formaggi freschi o a pasta filata ettari 20  bottiglie 50.000 produzione olearia Sì proprietà Famiglia Lunati conduzione enologica Emiliano Falsini conduzione agronomica Pasquale Lunati vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Matera Primitivo I Sassi,,,Cantine Taverna,Basilicata,,25,Cabernet sauvignon 100%,Carré di agnello lardellato.,,,,nd,nd,,,,,"14,5%",2,Acciaio 3 mesi e Legno 24 mesi,,,,"Rubino compatto dall'olfatto avvolgente: profondità di sottobosco, susina e bacche impreziosite da spezie dolci ed echi vegetali. Sorso caldo e intrigante per l’effetto di un tannino ben integrato e di una spalla acida equilibrante. Lunga la progressione tra coerenze fruttate e cenni balsamici.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Matera Greco San Basile,,,Cantine Taverna,Basilicata,,15,Primitivo 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",12,Acciaio 6 mesi e Legno 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Matera Rosato Maddalena,,,Cantine Taverna,Basilicata,,15,Greco 100%,Risotti di terra,,,,nd,nd,,,,,"12,5%",5,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Senso2 Rosso,,,Cantine Taverna,Basilicata,,15,Primitivo 100%,Piatti di pesce,,,,nd,nd,,,,,"13,5%",5,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Senso2 Bianco,,,Cantine Taverna,Basilicata,,20,Syrah 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,"14,5%",5,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Carbone Vini Aglianico Del Vulture Stupor Mundi,,,Carbone Vini,Basilicata,,20,Pinot bianco 100%,Carni bianche o da cortile,,,,nd,nd,,,,,"13,5%",5,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Aglianico Del Vulture 400 Some,,,Carbone Vini,Basilicata,,23,Aglianico del Vulture 100%,Tagliatelle al ragù di cinque carni.,,,,nd,nd,,,,,14%,5,Acciaio 12 mesi e Legno 15 mesi,,,,"liegia sotto spirito uniti a spezie, fiori in appassimento, tabacco e tostatura di legno. Sorso pieno, caldo e morbido sostenuto da un tannino evidente, ma non invadente. Ottima permanenza del frutto rosso.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fiano,,,Carbone Vini,Basilicata,,18,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,7,Acciaio 12 mesi e Legno 15 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,Aglianico,,,Carbone Vini,Basilicata,,12,Fiano 100%,Piatti di pesce,,,,nd,nd,,,,,13%,5,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Casa Maschito Aglianico Del Vulture La Bottaia,,,Casa Maschito,Basilicata,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Biancospino Bianco,,,Casa Maschito,Basilicata,,16,Aglianico del Vulture 100%,Filetto di manzo all'aceto balsamico.,,,,nd,nd,,,,,15%,20,Acciaio 24 mesi e Legno 18 mesi,,,,"Manto impenetrabile rosso cremisi. Preludio di erbe aromatiche e frutta rossa, poi spezie dolci, vaniglia e cumino, polvere di cacao.  Struttura  importante  ed  equilibrio  ottimamente  raggiunto, con un finale che evidenzia una trama tannica persistente e fine.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Qendernjan Rosato,,,Casa Maschito,Basilicata,,8,Moscato bianco 100%,Piatti di verdure,,,,nd,nd,,,,,"13,5%",10,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,B,,,Casa Maschito,Basilicata,,12,Aglianico del Vulture 100%,Carni bianche o da cortile a s i l i c a t a,,,,nd,nd,,,,,14%,10,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Colli Cerentino (93)  Aglianico Del Vulture Masqito Gold,,,Colli Cerentino,Basilicata,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Philos,,,Colli Cerentino,Basilicata,,45,Aglianico del Vulture 100%,Cosciotto di vitello con salsa ai mirtilli rossi.,,,,nd,nd,,,,,15%,4,Legno 42 mesi,,,,"Granato luminoso. Un bouquet balsamico e di erbe aromatiche è seguito da marasca macerata e in confettura, caffè tostato e tabacco. La bocca è austera, fresca e decisa con tannini ancora scalpitanti. Persistenza lunga e gustosa contraddistinta da richiami fruttati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Isolaverde,,,Colli Cerentino,Basilicata,,12,Falanghina 100%,Piatti di pesce,,,,nd,nd,,,,,13%,10,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Perle Di Cerentino Brut,,,Colli Cerentino,Basilicata,,10,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,13%,10,Acciaio 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosentino,,,Colli Cerentino,Basilicata,,12,Falanghina 100%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,12%,8,Acciaio 8 mesi | 6 mesi sui lieviti,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Consorzio Viticoltori Associati Del Vulture (91)  Aglianico Del Vulture Superiore Vetusto,,,Consorzio Viticoltori,Basilicata,,14,Aglianico del Vulture 100%,Carni bianche o da cortile,,,,nd,nd,,,,,14%,4,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Aglianico Del Vulture Carpe Diem,,,Consorzio Viticoltori,Basilicata,,30,Aglianico del Vulture 100%,Arrosto di bue e verdure arrostite.,,,,nd,nd,,,,,14%,2,Acciaio 6 mesi e Legno 24 mesi,,,,"Un  cuore  rubino  profondo.  Potente  ed  elegante  olfatto  che  alterna sensazioni di amarena sotto spirito, ribes e carruba a torrefazione e chiodi di garofano. Sorso opulento, con trama tannica incardinata su tessuto caldo e morbido. Vino di spessore e di grande persistenza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Casa Vinicola D'Angelo Aglianico Del Vulture Tecum,,,Casa Vinicola,Basilicata,,15,Aglianico del Vulture 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,16,Acciaio 12 mesi e Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Canneto,,,Casa Vinicola,Basilicata,,45,Aglianico del Vulture 100%,Lonza di suino nero.,,,,nd,nd,,,,,"13,5%",5,Legno 12 mesi,,,,"Grande compattezza, rosso rubino. Fini i sentori di pepe nero e, in successione, confettura di prugne, more di rovo e una leggera nota balsamica. L’ingresso al palato, inizialmente morbido, lascia subito spazio a energici tannini di ottima fattura. Finale lungo con ritorni speziati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Aglianico Del Vulture Valle Del Noce,,,Casa Vinicola,Basilicata,,30,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"13,5%",40,Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture,,,Casa Vinicola,Basilicata,,40,Aglianico del Vulture 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,"13,5%",5,Legno 20 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Donato D'Angelo Aglianico Del Vulture Donato D'Angelo,,,Donato D'Angelo,Basilicata,,15,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",100,Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Balconara,,,Donato D'Angelo,Basilicata,,18,Aglianico del Vulture 100%,Filetto di fassona in crosta.,,,,nd,nd,,,,,14%,20,Legno 12 mesi,,,,"Un  sipario  scarlatto  di  raffinata  concentrazione.  Ammaliante profumo  di  marasca,  pepe  nero,  fiori  rossi  macerati,  vaniglia  e cannella. In bocca si conferma all'altezza delle aspettative, con una lunga acidità che veicola rimandi di frutti speziati e un tannino serico a fare da cornice.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Calice,,,Donato D'Angelo,Basilicata,,16,,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,20,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,B,,,Donato D'Angelo,Basilicata,,10,Aglianico del Vulture 100%,,,,,nd,nd,,,,,"13,5%",80,Legno 6 mesi,,,,abbinamento Primi piatti di pasta o pasta fresca ripiena a s i l i c a t a,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Eubea (91)  Aglianico Del Vulture Ròinos,,,Eubea,Basilicata,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Covo Dei Briganti,,,Eubea,Basilicata,,33,Aglianico del Vulture 100%,Braciole di cinghiale in agrodolce.,,,,nd,nd,,,,,"14,5%",8,Legno 24 mesi,,,,"e prugne sotto spirito, violetta, terra bagnata, cenere, chiodi di garofano e foglie di tabacco. Bocca gustosa e avvolgente, tannino rotondo e fruttato, scandito da una vibrante freschezza. Lunga la persistenza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Elena Fucci Aglianico Del Vulture Titolo,,,Elena Fucci,Basilicata,,25,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,10,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Grifalco (93)  Aglianico Del Vulture Superiore Daginestra,,,Grifalco,Basilicata,,30,Aglianico del Vulture 100%,Caciocavallo podolico alla piastra.,,,,nd,nd,,,,,14%,26,Legno 12 mesi,,,,"Un giovane rosso rubino dà il benvenuto a un lieto olfatto caratterizzato  dal  frutto,  che  spazia  dalla  mora  all’amarena  e  al lampone, supportato da spezie e sentori di humus. Palato di ottimo estratto anche se non ancora in perfetto equilibrio, alcool ben  presente  e  sorretto  da  un  tannino  rotondo.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Aglianico Del Vulture Superiore Damaschito,,,Grifalco,Basilicata,,30,Aglianico del Vulture 100%,Bollito dei pastori.,,,,nd,nd,,,,,14%,7,Legno 18 mesi,,,,"Rubino con lampi granato. Lineare e composto al naso: mirtillo in confettura, gelso nero e bergamotto, aromi di caffè, pepe nero e cannella. L’ingresso è raffinato: freschezza e tannino si fondono con morbidezza e calore, donando struttura e corpo. Bella persistenza su scie fruttate.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Grifalco,,,Grifalco,Basilicata,,30,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,7,Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Gricos,,,Grifalco,Basilicata,,18,Aglianico del Vulture 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",20,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Macarico Vini Aglianico Del Vulture Macarico,,,Macarico Vini,Basilicata,,15,Aglianico del Vulture 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,13%,40,Acciaio 12 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Aglianico Del Vulture Macarì,,,Macarico Vini,Basilicata,,28,Aglianico del Vulture 100%,Straccetti  di  fassona  con funghi porcini.,,,,nd,nd,,,,,"13,5%",6,Legno 12 mesi,,,,"rossi che richiamano il ribes e le more; poi una traccia speziata di pepe e cenni di tostatura di caffè. In bocca è morbido, ma mantiene un ottimo nerbo tannico, con un finale fresco e asciutto  a  definire  un  equilibrio  già  buono.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Xjnestra,,,Macarico Vini,Basilicata,,15,Aglianico del Vulture 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,14%,15,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosso Del Vulcano,,,Macarico Vini,Basilicata,,9,,,,,,nd,nd,,,,,"13,5%",10,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,B,,,Macarico Vini,Basilicata,,11,Aglianico del Vulture 100%,Formaggi freschi o a pasta filata a s i l i c a t a,,,,nd,nd,,,,,14%,14,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2015,,Martino (93)  Aglianico Del Vulture Superiore Martino Riserva,,,Martino,Basilicata,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Aglianico Del Vulture Oraziano,,,Martino,Basilicata,,35,Aglianico del Vulture 100%,Brasato di ma- ialino nero lucano.,,,,nd,nd,,,,,14%,1,Acciaio 6 mesi e Legno 24 mesi,,,,"Un raffinato rosso granato si prende qualche attimo per sfoggiare una sontuosa sequenza di mora di rovo, liquirizia, tabacco scuro, aghi di pino, eucalipto e grafite. Gusto austero, nobile, di struttura, ricco impianto tannico e nitida freschezza che alleggerisce l’assaggio. Interminabile il finale.",Italy,,,
